396,445,496,423,24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL
58,455,498,443,25Q252,"QUEENS SCHOOL OF INQUIRY, THE"
45,314,417,318,25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL
59,416,463,392,25Q281,EASTsWEST SCHOOL OF INTERNATIONAL STUDIES
63,471,489,481,25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL
558,397,451,395,25Q425,JOHN BOWNE HIGH SCHOOL
347,393,441,382,25Q460,FLUSHING HIGH SCHOOL
9,378,373,344,25Q467,FLUSHING YABC
278,621,651,638,25Q525,TOWNSEND HARRIS HIGH SCHOOL
17,398,382,388,25Q540,QUEENS ACADEMY HIGH SCHOOL
99,431,458,441,25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL
7,379,421,377,25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL
888,480,545,489,26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL
934,468,539,467,26Q430,FRANCIS LEWIS HIGH SCHOOL
334,391,397,384,26Q435,MARTIN VAN BUREN HIGH SCHOOL
708,462,523,464,26Q495,BAYSIDE HIGH SCHOOL
175,425,434,420,26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES"
87,387,385,373,27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL
74,432,419,401,27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH
44,391,401,364,27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY"
93,423,426,416,27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY
36,367,379,348,27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL
89,499,537,496,27Q323,SCHOLARS' ACADEMY
101,377,371,360,27Q400,AUGUST MARTIN HIGH SCHOOL
78,384,396,354,27Q410,BEACH CHANNEL HIGH SCHOOL
404,382,404,368,27Q475,RICHMOND HILL HIGH SCHOOL
403,391,409,392,27Q480,JOHN ADAMS HIGH SCHOOL
194,429,491,425,27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE"
68,420,445,400,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL
6,403,408,367,28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY
25,430,452,425,28Q350,JAMAICA GATEWAY TO THE SCIENCES
762,456,497,454,28Q440,FOREST HILLS HIGH SCHOOL
90,342,368,353,28Q470,JAMAICA HIGH SCHOOL
462,395,413,386,28Q505,HILLCREST HIGH SCHOOL
422,452,478,442,28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
99,513,523,502,28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL
121,612,660,596,28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE
74,406,406,384,28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY
68,439,445,432,28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS"
52,360,380,359,29Q248,QUEENS PREPARATORY ACADEMY
46,401,397,375,29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL
49,402,398,402,29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL
59,436,427,424,29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES
43,370,367,363,29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL
78,400,426,394,29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL"
52,385,377,377,29Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL"
49,379,414,359,29Q496,"BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP HIGH SCHOOL"
62,393,381,377,29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL
98,410,440,405,30Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM
395,414,449,412,30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL
392,403,420,395,30Q450,LONG ISLAND CITY HIGH SCHOOL
174,504,496,494,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL
148,407,434,398,30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL
143,323,475,329,30Q555,NEWCOMERS HIGH SCHOOL
135,487,492,491,30Q575,ACADEMY OF AMERICAN STUDIES
61,524,568,544,30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION
137,452,451,450,31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES
61,398,412,385,31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL
107,472,488,466,31R080,THE MICHAEL J. PETRIDES SCHOOL
391,424,437,416,31R440,NEW DORP HIGH SCHOOL
271,424,438,417,31R445,PORT RICHMOND HIGH SCHOOL
375,437,435,429,31R450,CURTIS HIGH SCHOOL
807,462,486,470,31R455,TOTTENVILLE HIGH SCHOOL
535,455,474,459,31R460,SUSAN E. WAGNER HIGH SCHOOL
10,466,455,414,31R470,CONCORD HIGH SCHOOL
94,416,422,397,31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
227,635,682,636,31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL
10,405,375,370,31R607,YOUNG ADULT BOROUGH CENTER AT STATEN IS TECH HS
50,380,366,352,32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP
88,384,409,361,32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE–BUSHWICK
75,348,353,334,32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE
67,342,364,354,32K552,ACADEMY OF URBAN PLANNING
39,428,465,422,32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL
23,347,358,350,32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE
24,359,317,358,32K564,BUSHWICK COMMUNITY HIGH SCHOOL
32,429,444,433,75Q811,P.S. Q811
8,496,400,426,79Q950,GED PLUS s CITYWIDE
9,367,370,360,79X490,PHOENIX ACADEMY
